"Product Number",MPN,Series,Manufacturer,"Product Type","Terminal Type","Contactor Amperage","Control Voltage","Control Frequency","Auxiliary Contacts","Main Poles",Options
100-C-09-K-10,100-C09K10,"MCS-C Non-Reversing Contactor","Allen Bradley","Compact Frame IEC Contactor",Standard,9A,"24V AC 50Hz",50Hz,"1 N.O. 0 N.C.",3
100-C-09-K-200,100-C09K200,"MCS-C Non-Reversing Contactor","Allen Bradley","Compact Frame IEC Contactor",Standard,9A,"24V AC 50Hz",50Hz,"0 N.O. 0 N.C.","2 N.O. 2 N.C."
100-C-09-K-400,100-C09K400,"MCS-C Non-Reversing Contactor","Allen Bradley","Compact Frame IEC Contactor",Standard,9A,"24V AC 50Hz",50Hz,"0 N.O. 0 N.C.","4 N.O. 0 N.C."
100-C-09-KA-01,100-C09KA01,"MCS-C Non-Reversing Contactor","Allen Bradley","Compact Frame IEC Contactor",Standard,9A,"240V 50/60Hz",50/60Hz,"0 N.O. 1 N.C.",3
100-C-09-KA-01-M,100-C09KA01M,"MCS-C Non-Reversing Contactor","Allen Bradley","Compact Frame IEC Contactor",Standard,9A,"240V 50/60Hz",50/60Hz,"0 N.O. 1 N.C.",3
100-C-09-KA-10,100-C09KA10,"MCS-C Non-Reversing Contactor","Allen Bradley","Compact Frame IEC Contactor",Standard,9A,"240V 50/60Hz",50/60Hz,"1 N.O. 0 N.C.",3
100-C-09-KA-300,100-C09KA300,"MCS-C Non-Reversing Contactor","Allen Bradley","Compact Frame IEC Contactor",Standard,9A,"240V 50/60Hz",50/60Hz,"0 N.O. 0 N.C.","3 N.O. 1 N.C."
100-C-09-KA-400,100-C09KA400,"MCS-C Non-Reversing Contactor","Allen Bradley","Compact Frame IEC Contactor",Standard,9A,"240V 50/60Hz",50/60Hz,"0 N.O. 0 N.C.","4 N.O. 0 N.C."
100-C-09-KB-10,100-C09KB10,"MCS-C Non-Reversing Contactor","Allen Bradley","Compact Frame IEC Contactor",Standard,9A,"440V 50/60Hz",50/60Hz,"1 N.O. 0 N.C.",3
100-C-09-KB-300,100-C09KB300,"MCS-C Non-Reversing Contactor","Allen Bradley","Compact Frame IEC Contactor",Standard,9A,"440V 50/60Hz",50/60Hz,"0 N.O. 0 N.C.","3 N.O. 1 N.C."
100-C-09-KD-00,100-C09KD00,"MCS-C Non-Reversing Contactor","Allen Bradley","Compact Frame IEC Contactor",Standard,9A,"110V AC 50/60Hz",50/60Hz,"0 N.O. 0 N.C.",3
100-C-09-KD-10,100-C09KD10,"MCS-C Non-Reversing Contactor","Allen Bradley","Compact Frame IEC Contactor",Standard,9A,"110V AC 50/60Hz",50/60Hz,"1 N.O. 0 N.C.",3
